comentario,codigo_semestre,nombre_curso,tipo,topico,semstre_malla,seccion,codigo,semestre,Departamento
"Buenas cátedras, explica de una manera más simple algo complejo :)",MA1001-5 - Otoño 2023,Introducción al Cálculo,1,Calidad de la Enseñanza,1,5,MA1001, Otoño 2023,Departamento de ingenieria matematica
"Se entiende que la profe esté bastante ocupada, más aún cuando hay familia, entonces, si tuviera que decir un aspecto a mejorar, sería que ojalá la profe tuviera más tiempo para nosotros,",FI2003-4 - Otoño 2023,Métodos Experimentales,0,Gestión de Actividades y Evaluaciones,3,4,FI2003, Otoño 2023,Departamento de fisica
"Excelente docente, muy dinámicas sus clases, da gusto ir a sus clases, sus ejercicios propuestos son utiles para entender mejor la materia.",MA1002-3 - Otoño 2023,Cálculo Diferencial e Integral,1,Calidad de la Enseñanza,2,3,MA1002, Otoño 2023,Departamento de ingenieria matematica
Que las actividades previas tenga más instrucciones para realizarlas,CC1000-9 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,0,Gestión de Actividades y Evaluaciones,1,9,CC1000, Otoño 2023,Departamento ciencias de la computación
"Me hizo volver a amar la fisica.  Me encantaba como enseñaba y la forma que explicaba, aparte que sus apuntes claros y concisos. Una gran disposición para ayudar y enseñar. .",FI2001-3 - Otoño 2023,Mecánica,1,Calidad de la Enseñanza,3,3,FI2001, Otoño 2023,Departamento de fisica
"No sé si sea culpa del profesor, o del resto de profesores de otras secciones, pero, este semestre hubo una clara desventaja para nuestra sección a la hora de llevar a cabo los ejercicios de este ramo, ya que nosotros teníamos que realizarlos sin falta todas las semanas de manera presencial e individualmente, constando con un tiempo muy reducido para realizarlos, pero en cambio, otras secciones tenían MUCHAS facilidades a la hora de realizarlos, ya sea haciéndolos de manera ONLINE, forma grupal o, como es en el caso de prácticamente todas las otras secciones, realizando una cantidad ínfima de estos ejercicios evaluativos, siendo que a nosotros nos hicieron hacer 9 de estos. Como dije anteriormente, no sé si esto sea culpa de que el profesor fue muy estricto, o que los profesores de las otras secciones directamente no siguieron las reglas que ellos mismos acordaron, pero sea como sea, esto trajo una clara desventaja a mi sección, así que me parecía prudente mencionarlo para que se trate de evitar en el futuro.",FI1000-2 - Otoño 2023,Introducción a la Física Clásica,0,Evaluaciones y Controles,1,2,FI1000, Otoño 2023,Departamento de fisica
"El único “pero” es que a la hora de llegar a la sala, se colocaba al tiro a escribir, lo cual a mi parecer me parecía un como aburrido, pues de la nada ya escribía 2 pizarras y aún no comenzaba  la clase jajaja. y bueno no se si dependía de él, pero la sala un poco incómoda. por lo demás nada más que decir",MA1101-4 - Otoño 2023,Introducción al Álgebra,0,Estilo de Enseñanza y Dinámica de Clases,1,4,MA1101, Otoño 2023,Departamento de ingenieria matematica
"entrega muchas facilidades para ejercitación, dándonos guías de ejercicios con antelacion para todas las evaluaciones en que le pedimos.",MA2002-2 - Otoño 2023,Cálculo Avanzado y Aplicaciones,1,Gestión de Actividades y Evaluaciones,4,2,MA2002, Otoño 2023,Departamento de ingenieria matematica
No hay aspectos que mejorar,CC1002-1 - Otoño 2023,Introducción a la Programación,0,Experiencia y Organización del Curso,2,1,CC1002, Otoño 2023,Departamento ciencias de la computación
"Muy buen profesor, creo que gracias a él, a sus auxiliares y a las secciones de laboratorio llevadas a cabo durante el semestre se volvió uno de mis ramos favoritos de lo que llevo en la universidad. no me quedan mas que buenas palabras hacia el equipo docente en general y que ojalá siga siendo así.",FI2003-2 - Otoño 2023,Métodos Experimentales,1,Experiencia Educativa,3,2,FI2003, Otoño 2023,Departamento de fisica
Tiene gran claridad del contenido a ver y de como abordarlo. Posee paciencia y si tienes una duda te la resuelve de inmediato.,MA1101-6 - Otoño 2023,Introducción al Álgebra,1,Calidad de la Enseñanza,1,6,MA1101, Otoño 2023,Departamento de ingenieria matematica
El master es re simpático y comprensivo,FI1000-7 - Otoño 2023,Introducción a la Física Clásica,1,Experiencia Educativa,1,7,FI1000, Otoño 2023,Departamento de fisica
Se entiende lo que explica en la parte de teoría,MA1101-9 - Otoño 2023,Introducción al Álgebra,1,Calidad de la Enseñanza,1,9,MA1101, Otoño 2023,Departamento de ingenieria matematica
Las clases son muy apresuradas y no se ve tanto la aplicación de la materia. Ojalá ver más ejercicios y menos teoría para fomentar el entendimiento de los problemas que se verán en el auxiliar.,FI1100-2 - Otoño 2023,Introducción a la Física Moderna,0,Calidad de la Enseñanza,2,2,FI1100, Otoño 2023,Departamento de fisica
"a la docente como tal no, solo que el que tuviera un puntero más notorio hubiera facilitado mucho más las clases, ya que a veces hablaba y apuntaba , pero el puntero a penas se veía",IQ2211-5 - Otoño 2023,Química,0,Estilo de Enseñanza y Dinámica de Clases,3,5,IQ2211, Otoño 2023,Departamento de ingenieria quimica
"El problema que yo puedo ver es más por parte del ramo, ya que al no ser demasiado exigente, utilizábamos el tiempo de las clases estudiando para un control o terminando algún proyecto de alguna materia que sí exigiera una mayor carga, ya sea como cálculo, álgebra o desafíos de innovación.",BT1211-9 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,0,Estilo de Enseñanza y Dinámica de Clases,1,9,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
Era puntual y hacía actividades interesantes,BT1211-2 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,1,Calidad de la Enseñanza,1,2,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
Ser un poco mas flexible cuando los alumnos preguntan en las actividades,BT1211-2 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,0,Atención y Disposición Docente,1,2,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
"Algunas actividades eran demasiado largas o complicadas, sobretodo tomando en cuenta los créditos del curso.",CC1000-1 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,0,Gestión de Actividades y Evaluaciones,1,1,CC1000, Otoño 2023,Departamento ciencias de la computación
simplificó los contenidos haciéndolo más amenos,FI1000-1 - Otoño 2023,Introducción a la Física Clásica,1,Calidad de la Enseñanza,1,1,FI1000, Otoño 2023,Departamento de fisica
"Debería explicar mejor los temas, a más profundidad y sin saltarse tanto contenido",MA1101-9 - Otoño 2023,Introducción al Álgebra,0,Calidad de la Enseñanza,1,9,MA1101, Otoño 2023,Departamento de ingenieria matematica
Estuvo muy bueno el cambio después de la primera encuesta docente. Gracias por eso.,FI1000-7 - Otoño 2023,Introducción a la Física Clásica,1,Reconocimiento a Profesores y Auxiliares,1,7,FI1000, Otoño 2023,Departamento de fisica
10/10,CC1000-5 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,1,Otros,1,5,CC1000, Otoño 2023,Departamento ciencias de la computación
"Es la tercera vez que daba química y puedo decir que este semestre si sentí que lo disfrute, y eso es gran parte al equipo docente, la profe hizo que la materia fuese interesante en las cátedras y generaba un clima de confianza en el que al menos yo sentí que podía preguntar cualquier cosa sin ser juzgado, y los auxiliares también excelentes los 3, el semestre pasado siempre me cambiaba de sala para los auxiliares para estar con uno en específico, pero este semestre nunca tuve la necesidad de cambiarme de sala porque sabía que los tres eran excelentes, y tambien el clima de los auxiliares era genial. Pase de odiar el curso a que se me cruzara por la cabeza ser auxiliar XD. Muchas gracias por todoo",IQ2211-7 - Otoño 2023,Química,1,Experiencia Educativa,3,7,IQ2211, Otoño 2023,Departamento de ingenieria quimica
"Creo que el curso como tal esta pesimamente hecho, en general todos los profesores tienden a exponer el mismo ppt dejando sin material distinto para estudiar (que no sea del libro), tambien eniendo en cuenta que tienen el material docente privado y eso creo que limita a los estudiantes para poder obtener material de estudio, por otra parte creo que no se tiene un incentivo para que los estudiantes aprueben este curso, es decir no se ve un esfuerzo con tal de ayudar o de mejorar las notas con instancias de aprendizaje (obviamente esto es algo opcional del profesor pero se apreciaria), por otra parte el tema de los ejercicios fue algo que no me gusto para nada (sin considerar que eran 8 horas antes de que tuviesemos un control) debido a la modalidas privandonos de los auxiliares, ya que teniamos un pequeño resumen de 10 minutos y luego teniamos que realizar un ejercicio durante toda la hora, donde creo que la mayoria no aprendia en este proceso,otra cosa que criticar es el tema de los temarios con respecto a cada evaluacion donde en el control 2 y examen esta fue subida el mismo dia , y retomando lo anterior donde no se ve una ayuda del profesor hacia los alumnos, nosotros tenemos claro que es lo que entra en cada uno, pero esperabamos que fueran mas concretos con lo que entraria teniendo en cuenta que es demasiada materia la que se imparte en el curso, y eso, es muy probable que vuelva a dar este curso de nuevo por que en el examen me fue pesimo jaja, pero espero que estos puntos mencionados cambien en un futuro.",IQ2211-5 - Otoño 2023,Química,0,Experiencia y Organización del Curso,3,5,IQ2211, Otoño 2023,Departamento de ingenieria quimica
"Francisca Luco tiene tratos bastante feos con los estudiantes, asume que entendemos la materia en su totalidad y se muestra indiferente ante las dudas de nosotros al no entender, también hace muecas de risa ante nuestras dudas y se niega a responder de forma clara. En el periodo en el que se dedicó a ser auxiliar, mantuvo un trato vertical en el que era imposible entender los ejercicios, asumía que nosotros sabíamos realizar los ejercicios y todas sus explicaciones eran bastante superficiales.

Durante los reclamos, Francisca Luco mantenía una posición bastante burlesca al momento de responder a los estudiantes, como si fuese un chiste el desarrollo realizado y se negaba a escuchar el argumento de uno.",IQ2211-3 - Otoño 2023,Química,0,Atención y Disposición Docente,3,3,IQ2211, Otoño 2023,Departamento de ingenieria quimica
"Nunca había conocido conocido un profe que se preocupara tanto por nuestro aprendizaje como él. Realmente no tengo nada que reprocharle, está siempre dispuesto a responder nuestras dudas hasta fuera del horario a clase y siempre nos explica la materia de forma que se asegura que todos entendamos, incluso a veces nos enseña cosas que él cree que son útiles para nosotros aunque no estén en el programa del curso pero tampoco se descuida que nos atrasemos con la materia de controles. Nos hace demostaciones experimentales de ciertos fenómenos y pienso realmente que no hay forma en la que la física pueda entenderse mejor y más fácil que con la forma en la que la explica él. Personalmente nunca me gustó este ramo en el colegio, pero sus dinámicas hicieron que la física me llamara más la atención y fuese otro ramo más al que disfrutaba ir a clases en vez de uno al que no me daban ganas de ir. Se puede destacar absoluyamente todo sobre su enseñanza, espero encontrarme más adelante profesores tan apasionados como él",FI1000-1 - Otoño 2023,Introducción a la Física Clásica,1,Reconocimiento a Profesores y Auxiliares,1,1,FI1000, Otoño 2023,Departamento de fisica
"Siempre puntual y preocupado de nuestro aprendizaje, respondiendo siempre las dudas que se presentan",MA1001-3 - Otoño 2023,Introducción al Cálculo,1,Atención y Disposición Docente,1,3,MA1001, Otoño 2023,Departamento de ingenieria matematica
"Creo personalmente que sus cátedras eran muy monótonas, utilizaba muchísimo tiempo escribiendo en la pizarra  por lo tanto habían varios momentos de silencio en la clase. Era difícil coordinar escribir todo y entender. 

Además, creo que el curso fue formulado para gente con buena base en física, al menos yo como alumna con mala base se me hizo imposible seguir el hilo en muchísimas clases, en muchas salia sin entender nada,ya que varios conceptos se asumían como conocidos y se mostraban con matemática más avanzada que no hacía más que confundirme. Además falto mostrar ejemplos de cómo la física se aplicaba a la realidad, todo era planteado de forma demasiado conceptual y abstracta. Termine desistiendo de asistir a las cátedras y aprender por mi cuenta debido a que no entendía casi nada en clases.

Creo que para gente con buena base o gente que esté dando por segunda vez el ramo sería muy buena experiencia tomar sus clases con bordeu, pero al menos a mi me costó. De todas formas se nota que está muy preocupado por sus alumnos y es excelente coordinador, recalcó las cosas positivas que mencione. Como consejo tratar de hacer las clases más dinámicas, quizás ppt o ir escribiendo en la pizarra solo conceptos importantes mientras explica,  evitar gastar todo ese tiempo escribiendo definiciones ya que desconcentra mucho",FI1000-1 - Otoño 2023,Introducción a la Física Clásica,0,Estilo de Enseñanza y Dinámica de Clases,1,1,FI1000, Otoño 2023,Departamento de fisica
"Muy buenos auxiliares, con un nivel de compromiso hacia sus alumnos notable. El profesor enseña de una forma en que se entiende.",MA1001-3 - Otoño 2023,Introducción al Cálculo,1,Experiencia Educativa,1,3,MA1001, Otoño 2023,Departamento de ingenieria matematica
Respondían las preguntas,CD1100-3 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,1,Atención y Disposición Docente,1,3,CD1100, Otoño 2023,Area de innovacion
"No era raro que llegara tarde a las cátedras de los lunes.

Los ejercicios que hacíamos en clase “tipo control” no se parecían nada a lo que se terminada evaluando en el control.

Había poca autocritica con respecto a los resultados de la sección en los controles.

De vez en cuando no pasaba la materia por completo y dejaba a cargo al aux de pasar lo que faltaba, por lo que la clase auxiliar también era cátedra.",MA1101-9 - Otoño 2023,Introducción al Álgebra,0,Estilo de Enseñanza y Dinámica de Clases,1,9,MA1101, Otoño 2023,Departamento de ingenieria matematica
